Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
166334000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166334000,00000256,false,0,8,81,02,00,30,00,80,00,8B,
166334000,00000116,false,0,6,00,90,F4,11,99,45,00,00,
166334000,00000102,false,0,6,0A,96,E1,FF,97,FF,00,00,
166334000,00000266,false,0,8,85,04,00,00,00,70,0A,4B,
166344000,0000000E,false,0,8,20,6C,3F,FF,08,FF,E0,18,
166344000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
166344000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
166344000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166344000,00000238,false,0,8,00,FF,00,00,00,00,C1,2B,
166344000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166344000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
166344000,00000116,false,0,6,00,90,F4,11,9A,46,00,00,
166344000,00000102,false,0,6,15,96,E1,FF,C8,FF,00,00,
166354000,0000000E,false,0,8,20,6B,3F,FF,08,FF,F0,1A,
166354000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
166354000,0000031A,false,0,8,FA,DD,FF,A3,F5,29,FF,87,
166354000,00000108,false,0,4,00,00,0D,23,00,00,00,00,
166354000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166354000,00000154,false,0,8,04,17,14,00,00,F1,00,9D,
166354000,000001F8,false,0,8,01,EF,F0,96,D3,D7,00,00,
166354000,000005B8,false,0,8,00,2A,84,14,03,00,00,00,
166354000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
166354000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166354000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
166354000,00000102,false,0,6,23,96,DA,FF,D0,FF,00,00,
166354000,00000116,false,0,6,00,90,F4,11,9B,47,00,00,
166354000,00000102,false,0,6,23,96,DA,FF,D0,FF,00,00,
166354000,00000125,false,0,4,FF,02,34,0D,00,00,00,00,
166354000,00000138,false,0,5,00,1D,53,00,00,00,00,00,
166364000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
166364000,0000023A,false,0,8,00,38,00,12,00,00,00,00,
166364000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
166364000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
166364000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
166364000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
166364000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
166364000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
166364000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
166364000,000002AC,false,0,8,13,00,2C,90,00,00,D6,CE,
166364000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
166364000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166364000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
166364000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
166364000,00000116,false,0,6,00,90,F4,11,9C,48,00,00,
166364000,00000102,false,0,6,24,96,D3,FF,CF,FF,00,00,
166364000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
166364000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
166374000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8F,
166374000,0000020A,false,0,8,00,01,01,82,31,40,11,11,
166374000,0000079C,false,0,8,05,00,00,00,00,00,00,00,
166374000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
166374000,000006F2,false,0,8,03,4C,33,D3,DC,34,37,CD,
166374000,00000288,false,0,8,00,00,00,00,00,1B,F1,00,
166374000,00000222,false,0,7,00,00,16,96,00,10,70,00,
166374000,000002A2,false,0,7,00,00,16,96,00,10,70,00,
166374000,00000232,false,0,4,05,24,68,82,00,00,00,00,
166374000,00000402,false,0,2,10,00,00,00,00,00,00,00,
166374000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
166374000,00000168,false,0,8,AE,0C,1C,7F,00,00,E0,9B,
166374000,00000108,false,0,4,00,00,0E,24,00,00,00,00,
166374000,00000168,false,0,8,AE,0C,1C,7F,00,00,E0,9B,
166374000,000001F8,false,0,8,01,EF,F0,A5,D2,E7,00,00,
166374000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166374000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
166374000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
166374000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
166374000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
166374000,00000116,false,0,6,00,90,F4,11,9D,49,00,00,
166374000,00000106,false,0,8,00,A0,00,00,FF,FF,00,A5,
166374000,00000116,false,0,6,00,90,F4,11,9D,49,00,00,
166374000,00000102,false,0,6,0B,96,CF,FF,C6,FF,00,00,
166374000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
166384000,0000000E,false,0,8,20,6A,3F,FF,08,FF,20,A4,
166384000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
166384000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166384000,00000106,false,0,8,00,C0,00,00,FF,FF,00,C5,
166384000,00000102,false,0,6,16,96,D2,FF,97,FF,00,00,
166384000,00000126,false,0,7,02,03,00,00,00,48,09,00,
166384000,00000102,false,0,6,16,96,D2,FF,97,FF,00,00,
166384000,000005E8,false,0,6,00,00,00,00,00,00,00,00,
166394000,0000000E,false,0,8,20,6A,3F,FF,08,FF,30,69,
166394000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166394000,00000108,false,0,4,00,00,0F,25,00,00,00,00,
166394000,00000168,false,0,8,B0,0C,1C,7F,00,00,F0,AD,
166394000,000001F8,false,0,8,01,EF,F0,B5,D2,F7,00,00,
166394000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166394000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
166394000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166394000,00000106,false,0,8,00,E0,00,00,FF,FF,00,E5,
166394000,00000754,false,0,8,65,FD,FF,00,00,00,00,00,
166394000,00000116,false,0,6,00,90,F4,11,9F,4B,00,00,
166394000,00000102,false,0,6,09,96,D6,FF,93,FF,00,00,
166394000,00000754,false,0,8,67,00,95,00,00,00,00,00,
166394000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
166404000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
166404000,00000754,false,0,8,64,00,00,00,00,00,00,00,
166404000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
166404000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
166404000,0000000E,false,0,8,20,6A,3F,FF,08,FF,40,30,
166404000,0000036C,false,0,8,00,00,00,00,00,00,00,00,
166404000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
166404000,0000022C,false,0,8,00,00,17,8F,00,00,D6,CE,
166404000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
166404000,00000398,false,0,8,55,53,00,00,00,F1,00,30,
166404000,00000116,false,0,6,00,90,F4,11,90,3C,00,00,
166404000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
166404000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166404000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
166404000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
166404000,0000051C,false,0,8,01,00,00,00,FE,00,00,09,
166404000,00000102,false,0,6,16,96,DC,FF,98,FF,00,00,
166404000,00000116,false,0,6,00,90,F4,11,90,3C,00,00,
166404000,0000071C,false,0,8,03,00,00,00,00,00,00,00,
166414000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166414000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
166414000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
166414000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166414000,00000108,false,0,4,00,00,00,16,00,00,00,00,
166414000,00000168,false,0,8,B1,0C,1C,7F,00,00,00,BE,
166414000,000001F8,false,0,8,01,EF,F0,C6,D3,07,00,00,
166414000,000002C8,false,0,8,6E,80,03,7B,00,00,90,C6,
166414000,0000037C,false,0,8,00,00,00,00,00,00,00,00,
166414000,000002C8,false,0,8,6E,80,03,7B,00,00,90,C6,
166414000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
166414000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166414000,00000106,false,0,8,00,20,00,00,FF,FF,00,25,
166414000,00000116,false,0,6,00,90,F4,11,91,3D,00,00,
166414000,00000102,false,0,6,09,96,E1,FF,9E,FF,00,00,
166424000,0000000E,false,0,8,20,6A,3F,FF,08,FF,60,B7,
166424000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
166424000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
166424000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
166424000,00000408,false,0,1,B0,00,00,00,00,00,00,00,
166424000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166424000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
166424000,00000116,false,0,6,00,90,F4,11,92,3E,00,00,
166424000,00000102,false,0,6,24,96,DE,FF,D0,FF,00,00,
166434000,0000000E,false,0,8,20,6A,3F,FF,08,FF,70,7A,
166434000,00000108,false,0,4,00,00,01,17,00,00,00,00,
166434000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166434000,00000106,false,0,8,00,60,00,00,FF,F1,00,04,
166434000,000001F8,false,0,8,01,EF,F0,D6,D3,17,00,00,
166434000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166434000,0000035C,false,0,8,00,00,00,00,00,00,00,00,
166434000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
166434000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166434000,00000116,false,0,6,00,90,F4,11,93,3F,00,00,
166434000,00000256,false,0,8,81,02,00,30,00,90,00,9B,
166434000,00000116,false,0,6,00,90,F4,11,93,3F,00,00,
166434000,00000102,false,0,6,2E,96,D8,FF,CF,FF,00,00,
166434000,00000266,false,0,8,85,04,00,00,00,70,0A,4B,
166444000,0000000E,false,0,8,20,6B,3F,FF,08,FF,80,43,
166444000,0000032C,false,0,8,00,00,00,00,00,00,00,00,
166444000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
166444000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
166444000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
166444000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166444000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
166444000,00000116,false,0,6,00,90,F4,11,94,40,00,00,
166444000,00000102,false,0,6,23,96,D0,FF,CC,FF,00,00,
166454000,00000238,false,0,8,00,FF,00,00,00,00,D1,E6,
166454000,0000000E,false,0,8,20,6B,3F,FF,08,FF,90,8E,
166454000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
166454000,0000032A,false,0,8,17,17,12,00,64,00,1B,00,
166454000,00000108,false,0,4,00,00,02,18,00,00,00,00,
166454000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166454000,00000138,false,0,5,00,1E,54,00,00,00,00,00,
166454000,000001F8,false,0,8,01,EF,F0,E6,D3,27,00,00,
166454000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166454000,0000033C,false,0,8,00,55,55,55,01,00,00,00,
166454000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
166454000,00000125,false,0,4,FF,02,35,0E,00,00,00,00,
166454000,00000106,false,0,8,00,A0,00,00,FF,FF,F1,00,
166454000,00000106,false,0,8,00,A0,00,00,FF,FF,00,A5,
166454000,00000116,false,0,6,00,90,F4,11,95,41,00,00,
166454000,00000102,false,0,6,0A,96,D0,FF,95,FF,00,00,
166464000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
166464000,0000023A,false,0,8,00,38,00,12,00,00,00,00,
166464000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
166464000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
166464000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
166464000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
166464000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166464000,00000228,false,0,4,40,C0,B0,DE,00,00,00,00,
166464000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
166464000,000002AC,false,0,8,0C,00,28,90,00,00,D6,CE,
166464000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
166464000,00000106,false,0,8,00,C0,00,00,FF,FF,00,C5,
166464000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
166464000,00000116,false,0,6,00,90,F4,11,96,42,00,00,
166464000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
166464000,00000102,false,0,6,08,96,D4,FF,96,FF,00,00,
166464000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
166464000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
166464000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8F,
166474000,0000020A,false,0,8,00,01,01,82,41,40,11,11,
166474000,0000079C,false,0,8,06,00,48,00,04,00,00,40,
166474000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
166474000,000006F2,false,0,8,04,4D,B3,D3,FC,34,2B,CD,
166474000,00000288,false,0,8,00,00,00,00,00,1B,F1,00,
166474000,00000222,false,0,7,00,00,13,96,00,10,70,00,
166474000,000002A2,false,0,7,00,00,13,96,00,10,70,00,
166474000,00000232,false,0,4,05,24,68,82,00,00,00,00,
166474000,00000402,false,0,2,10,00,00,00,00,00,00,00,
166474000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
166474000,00000168,false,0,8,B5,0C,1C,7F,00,00,30,F2,
166474000,00000108,false,0,4,00,00,03,19,00,00,00,00,
166474000,00000168,false,0,8,B5,0C,1C,7F,00,00,30,F2,
166474000,000001F8,false,0,8,01,EF,F0,F6,D3,37,00,00,
166474000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166474000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
166474000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
166474000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
166474000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
166474000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166474000,00000106,false,0,8,00,E0,00,00,FF,FF,00,E5,
166474000,00000116,false,0,6,00,90,F4,11,97,43,00,00,
166474000,00000102,false,0,6,09,96,D9,FF,98,FF,00,00,
166474000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
166484000,0000000E,false,0,8,20,6B,3F,FF,08,FF,C0,50,
166484000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
166484000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
166484000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166484000,00000102,false,0,6,16,96,E1,FF,96,FF,00,00,
166484000,00000126,false,0,7,02,03,00,00,00,48,09,00,
166484000,00000102,false,0,6,16,96,E1,FF,96,FF,00,00,
166494000,0000000E,false,0,8,20,6B,3F,FF,08,FF,D0,9D,
166494000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166494000,00000108,false,0,4,00,00,04,1A,00,00,00,00,
166494000,00000168,false,0,8,B6,0C,1C,7F,00,00,40,03,
166494000,000001F8,false,0,8,01,EF,F0,07,D4,47,00,00,
166494000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166494000,00000754,false,0,8,65,FD,FF,00,00,F1,00,88,
166494000,00000754,false,0,8,65,FD,FF,00,00,00,00,00,
166494000,00000106,false,0,8,00,20,00,00,FF,FF,00,25,
166494000,00000116,false,0,6,00,90,F4,11,99,45,00,00,
166494000,00000102,false,0,6,15,96,DF,FF,CD,FF,00,00,
166494000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
166504000,0000000E,false,0,8,20,6B,3F,FF,08,FF,E0,D7,
166504000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
166504000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
166504000,0000022C,false,0,8,00,00,16,8F,00,00,D6,CE,
166504000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166504000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
166504000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
166504000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
166504000,0000053C,false,0,8,0A,01,12,00,09,00,06,00,
166504000,0000071C,false,0,8,04,00,00,00,00,00,00,00,
166504000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
166504000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
166504000,00000116,false,0,6,00,90,F4,11,9A,46,00,00,
166504000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
166504000,00000102,false,0,6,15,96,DA,FF,D0,FF,00,00,
166504000,00000754,false,0,8,67,00,95,00,00,00,00,00,
166504000,00000754,false,0,8,66,00,00,00,00,00,00,00,
166514000,00000754,false,0,8,64,00,00,00,00,00,00,00,
166514000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
166514000,0000000E,false,0,8,20,6B,3F,FF,08,FF,F0,1A,
166514000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166514000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
166514000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
166514000,00000108,false,0,4,00,00,05,1B,00,00,00,00,
166514000,00000168,false,0,8,B7,0C,1C,7F,00,00,50,14,
166514000,000001F8,false,0,8,01,EF,F0,16,D3,57,00,00,
166514000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166514000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
166514000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166514000,000002C8,false,0,8,6E,80,03,7B,00,00,A0,D6,
166514000,00000116,false,0,6,00,90,F4,11,9B,47,00,00,
166514000,000002C8,false,0,8,6E,80,03,7B,00,00,A0,D6,
166514000,00000102,false,0,6,21,96,D3,FF,CE,FF,00,00,
166524000,0000000E,false,0,8,20,6B,3F,FF,08,FF,00,65,
166524000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
166524000,00000408,false,0,1,C0,00,00,00,00,00,00,00,
166524000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
166524000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
166524000,00000512,false,0,8,01,00,00,00,FE,00,00,1F,
166524000,00000116,false,0,6,00,90,F4,11,9C,48,00,00,
166524000,00000512,false,0,8,01,00,00,00,FE,00,00,1F,
166524000,00000102,false,0,6,07,96,D0,FF,C0,FF,00,00,
166524000,00000302,false,0,3,60,4B,0D,00,00,00,00,00,
166524000,00000342,false,0,8,00,00,00,00,00,00,00,00,
166534000,00000382,false,0,8,ED,F6,09,28,9F,00,A0,24,
166534000,00000352,false,0,8,00,00,00,00,00,00,00,00,
166534000,00000312,false,0,8,00,00,19,34,32,30,ED,27,
166534000,00000362,false,0,8,00,00,00,00,00,00,00,00,
166534000,00000332,false,0,8,D5,07,85,7E,D2,77,89,7C,
166534000,000003F2,false,0,6,EF,95,FF,71,FF,51,00,00,
166534000,00000522,false,0,8,00,00,00,00,00,18,FC,00,
166534000,00000372,false,0,8,00,00,00,00,00,00,00,00,
166534000,000003D2,false,0,8,7C,F8,4F,00,33,07,54,00,
166534000,000003C2,false,0,8,00,00,00,00,00,00,00,00,
166534000,00000242,false,0,8,00,00,00,00,00,00,00,00,
166534000,000003E2,false,0,8,00,00,00,00,00,00,00,00,
166534000,00000412,false,0,6,08,0A,C7,56,6A,00,00,00,
166534000,00000322,false,0,8,00,00,00,00,00,00,00,00,
166534000,00000412,false,0,6,08,0A,C7,56,6A,00,00,00,
166534000,0000000E,false,0,8,20,6B,3F,FF,08,FF,10,A8,
166534000,000007E2,false,0,8,4E,00,00,00,00,00,00,00,
166534000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166534000,00000108,false,0,4,00,00,06,1C,00,00,00,00,
166534000,00000168,false,0,8,B8,0C,1C,7F,00,00,60,25,
166534000,000001F8,false,0,8,01,EF,F0,25,D2,67,00,00,
166534000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166534000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
166534000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166534000,00000106,false,0,8,00,A0,00,00,FF,FF,00,A5,
166534000,00000256,false,0,8,81,02,00,30,00,A0,00,AB,
166534000,00000116,false,0,6,00,90,F4,11,9D,49,00,00,
166534000,00000266,false,0,8,85,04,00,00,00,70,0A,4B,
166534000,00000102,false,0,6,07,96,D2,FF,91,FF,00,00,
166544000,00000278,false,0,8,12,00,40,02,04,00,A0,FE,
166544000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
166544000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
166544000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
166544000,00000238,false,0,8,00,FF,00,00,00,00,E1,AC,
166544000,0000025C,false,0,8,01,02,26,9A,15,00,66,04,
166544000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166544000,00000106,false,0,8,00,C0,00,00,FF,FF,00,C5,
166544000,00000116,false,0,6,00,90,F4,11,9E,4A,00,00,
166544000,00000102,false,0,6,14,96,D6,FF,94,FF,00,00,
166554000,0000033A,false,0,8,6B,92,FF,7F,00,00,11,11,
166554000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
166554000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
166554000,000004BA,false,0,8,00,00,00,00,00,00,00,00,
166554000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166554000,00000108,false,0,4,00,00,07,1D,00,00,00,00,
166554000,00000168,false,0,8,BA,0C,1C,7F,00,00,70,37,
166554000,000001F8,false,0,8,01,EF,F0,35,D2,77,00,00,
166554000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166554000,00000106,false,0,8,00,E0,00,00,FF,F1,00,17,
166554000,00000106,false,0,8,00,E0,00,00,FF,FF,00,E5,
166554000,00000116,false,0,6,00,90,F4,11,9F,4B,00,00,
166554000,00000102,false,0,6,07,96,DE,FF,9A,FF,00,00,
166564000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
166564000,00000125,false,0,4,FF,02,36,0F,00,00,00,00,
166564000,0000023A,false,0,8,00,38,00,12,00,00,00,00,
166564000,00000138,false,0,5,00,1F,55,00,00,00,00,00,
166564000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
166564000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
166564000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
166564000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
166564000,00000210,false,0,7,00,00,E3,1D,1E,86,FF,00,
166564000,0000000E,false,0,8,20,6B,3F,FF,08,FF,40,76,
166564000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
166564000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
166564000,000002AC,false,0,8,0D,00,26,90,00,00,D6,CE,
166564000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
166564000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166564000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
166564000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
166564000,00000102,false,0,6,14,96,E2,FF,A2,FF,00,00,
166564000,00000116,false,0,6,00,90,F4,11,90,3C,00,00,
166564000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
166564000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
166574000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8F,
166574000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
166574000,0000079C,false,0,8,07,00,00,00,00,04,A3,00,
166574000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
166574000,000006F2,false,0,8,05,4C,33,D3,EC,34,37,CD,
166574000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
166574000,0000000E,false,0,8,20,6B,3F,FF,08,FF,50,BB,
166574000,00000222,false,0,7,00,00,14,96,00,10,70,00,
166574000,000002A2,false,0,7,00,00,14,96,00,10,70,00,
166574000,00000232,false,0,4,00,24,68,82,00,00,00,00,
166574000,00000288,false,0,8,00,00,00,F1,00,41,B8,ED,
166574000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166574000,00000108,false,0,4,00,00,08,1E,00,00,00,00,
166574000,00000168,false,0,8,BD,0C,1C,7F,00,00,80,4A,
166574000,000001F8,false,0,8,01,EF,F0,46,D3,87,00,00,
166574000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166574000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
166574000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
166574000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
166574000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
166574000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166574000,00000106,false,0,8,00,20,00,00,FF,FF,00,25,
166574000,00000116,false,0,6,00,90,F4,11,91,3D,00,00,
166574000,00000102,false,0,6,15,96,DD,FF,CE,FF,00,00,
166574000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
166584000,0000000E,false,0,8,20,6B,3F,FF,08,FF,60,F1,
166584000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
166584000,00000116,false,0,6,00,90,F4,11,92,3E,00,00,
166584000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
166584000,00000116,false,0,6,00,90,F4,11,92,3E,00,00,
166584000,00000126,false,0,7,02,03,00,00,00,48,09,00,
166584000,00000102,false,0,6,21,96,D6,FF,CE,FF,00,00,
166594000,0000000E,false,0,8,20,6B,3F,FF,08,FF,70,3C,
166594000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
166594000,00000108,false,0,4,00,00,09,1F,00,00,00,00,
166594000,00000168,false,0,8,BF,0C,1C,7F,00,00,90,5C,
166594000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
166594000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
166594000,00000708,false,0,8,00,00,00,00,00,F1,00,2E,
166594000,00000754,false,0,8,65,FD,FF,00,00,00,00,00,
166594000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
166594000,00000116,false,0,6,00,90,F4,11,93,3F,00,00,
166594000,00000102,false,0,6,13,96,CF,FF,CF,FF,00,00,
166594000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
166594000,00000708,false,0,8,00,00,00,00,00,00,00,00,
166604000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
166604000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
166604000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
166604000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
166604000,0000022C,false,0,8,00,00,22,8F,00,00,D6,CE,
166604000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
166604000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
166604000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
166604000,00000154,false,0,8,04,17,F1,00,50,2D,EE,09,
166604000,00000154,false,0,8,04,17,14,00,00,00,00,00,
166604000,0000071C,false,0,8,05,00,00,00,00,00,00,00,
166604000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
166604000,00000754,false,0,8,67,00,95,00,00,00,00,00,
166604000,00000102,false,0,6,14,96,D1,FF,9B,FF,00,00,
166604000,00000116,false,0,6,00,90,F4,11,94,40,00,00,
166604000,00000754,false,0,8,66,00,00,00,00,00,00,00,
166614000,0000000E,false,0,8,20,6A,3F,FF,08,FF,90,C8,
