Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
171964000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
171964000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
171964000,0000079C,false,0,8,13,00,E5,C1,01,00,00,00,
171964000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
171964000,00000116,false,0,6,00,C0,F4,41,9C,A8,00,00,
171964000,00000126,false,0,7,01,03,26,00,00,08,09,00,
171964000,00000102,false,0,6,19,96,C9,FF,92,FF,00,00,
171964000,0000020A,false,0,8,00,01,01,82,B1,42,11,11,
171974000,0000000E,false,0,8,20,5E,3F,FF,08,FF,10,D7,
171974000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
171974000,00000108,false,0,4,00,00,06,1C,00,00,00,00,
171974000,00000168,false,0,8,DC,0C,1C,7F,00,00,60,49,
171974000,000001F8,false,0,8,01,EF,F0,25,D2,67,00,00,
171974000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
171974000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
171974000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
171974000,00000154,false,0,8,10,17,14,00,00,00,00,00,
171974000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
171974000,00000154,false,0,8,10,17,14,00,00,00,00,00,
171974000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
171974000,00000116,false,0,6,00,C0,F4,41,9D,A9,00,00,
171974000,00000102,false,0,6,0E,96,CD,FF,88,FF,00,00,
171974000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
171984000,0000000E,false,0,8,20,5E,3F,FF,08,FF,20,9D,
171984000,00000154,false,0,8,10,17,14,00,00,00,00,00,
171984000,00000116,false,0,6,00,C0,F4,41,9E,F1,00,00,
171984000,00000116,false,0,6,00,C0,F4,41,9E,AA,00,00,
171984000,00000102,false,0,6,0C,96,D1,FF,88,FF,00,00,
171994000,0000000E,false,0,8,20,5E,3F,FF,08,FF,30,50,
171994000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
171994000,00000108,false,0,4,00,00,07,1D,00,00,00,00,
171994000,00000168,false,0,8,DC,0C,1C,7F,00,00,70,59,
171994000,000001F8,false,0,8,01,EF,F0,35,D2,77,00,00,
171994000,00000154,false,0,8,10,17,14,00,00,00,00,00,
171994000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
171994000,00000154,false,0,8,10,17,14,00,00,00,00,00,
171994000,00000754,false,0,8,65,02,00,00,00,FD,FF,00,
171994000,00000754,false,0,8,67,00,15,00,00,00,00,00,
171994000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
171994000,00000754,false,0,8,66,00,00,00,00,00,00,00,
171994000,00000116,false,0,6,00,C0,F4,41,9F,AB,00,00,
171994000,00000102,false,0,6,FE,95,D8,FF,8B,FF,00,00,
171994000,00000754,false,0,8,64,20,01,20,01,20,01,00,
171994000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
172004000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
172004000,0000000E,false,0,8,20,5E,3F,FF,08,FF,40,09,
172004000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
172004000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
172004000,0000022C,false,0,8,00,00,12,8F,00,00,D6,CE,
172004000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
172004000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
172004000,0000071C,false,0,8,11,00,F1,00,05,93,40,0A,
172004000,0000071C,false,0,8,11,00,00,00,82,FF,00,00,
172004000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172004000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
172004000,00000106,false,0,8,00,00,00,00,FD,FF,00,03,
172004000,00000116,false,0,6,00,C0,F4,41,90,9C,00,00,
172004000,00000102,false,0,6,17,96,D9,FF,B4,FF,00,00,
172014000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
172014000,0000031E,false,0,6,00,00,00,00,00,00,00,00,
172014000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
172014000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
172014000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172014000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172014000,00000108,false,0,4,00,00,08,1E,00,00,00,00,
172014000,00000168,false,0,8,DD,0C,1C,7F,00,00,80,6A,
172014000,000001F8,false,0,8,01,EF,F0,46,D3,87,00,00,
172014000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172014000,00000106,false,0,8,00,20,00,00,FD,F1,00,37,
172014000,00000106,false,0,8,00,20,00,00,FD,FF,00,23,
172014000,00000116,false,0,6,00,C0,F4,41,91,9D,00,00,
172014000,000002C8,false,0,8,6E,80,03,7B,00,00,10,46,
172014000,00000102,false,0,6,24,96,D4,FF,BF,FF,00,00,
172024000,0000000E,false,0,8,20,5E,3F,FF,08,FF,60,8E,
172024000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172024000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
172024000,00000106,false,0,8,00,40,00,00,F1,00,F3,E0,
172024000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172024000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
172024000,00000102,false,0,6,17,96,CC,FF,BE,FF,00,00,
172034000,0000000E,false,0,8,20,5E,3F,FF,08,FF,70,43,
172034000,00000278,false,0,8,00,00,00,00,04,00,80,8A,
172034000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172034000,00000108,false,0,4,00,00,09,1F,00,00,00,00,
172034000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172034000,000001F8,false,0,8,01,EF,F0,56,D3,97,00,00,
172034000,00000102,false,0,6,18,96,C7,FF,B3,FF,00,00,
172034000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
172034000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172034000,00000106,false,0,8,00,60,00,00,FD,FF,00,63,
172034000,00000256,false,0,8,81,08,00,30,00,10,00,21,
172034000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
172034000,00000266,false,0,8,84,04,00,00,26,70,0A,4B,
172034000,00000102,false,0,6,18,96,C7,FF,B3,FF,00,00,
172034000,00000506,false,0,8,01,00,00,00,FE,00,00,0D,
172044000,00000356,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000306,false,0,8,44,3F,3F,47,41,3F,A5,7D,
172044000,00000556,false,0,6,41,40,41,00,00,00,00,00,
172044000,00000316,false,0,6,50,6E,CA,82,00,78,00,00,
172044000,00000326,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000336,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000346,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000386,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000366,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000386,false,0,8,00,00,00,00,00,00,00,00,
172044000,00000396,false,0,8,00,00,00,00,00,00,00,00,
172044000,0000000E,false,0,8,20,5E,3F,FF,08,FF,80,3C,
172044000,00000267,false,0,3,FF,FF,FF,00,00,00,00,00,
172044000,0000021C,false,0,8,00,08,00,00,87,01,00,14,
172044000,0000025C,false,0,8,01,02,26,9A,0E,00,BD,05,
172044000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172044000,00000106,false,0,8,00,80,00,00,FD,F1,00,ED,
172044000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
172044000,00000116,false,0,6,00,C0,F4,41,94,A0,00,00,
172044000,00000102,false,0,6,FF,95,CA,FF,86,FF,00,00,
172054000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
172054000,0000000E,false,0,8,20,5E,3F,FF,08,FF,90,F1,
172054000,000003BA,false,0,8,80,00,00,00,00,80,80,80,
172054000,00000108,false,0,4,00,00,0A,20,00,00,00,00,
172054000,0000035A,false,0,8,00,00,F1,00,34,56,41,0A,
172054000,00000125,false,0,4,FE,03,2D,06,00,00,00,00,
172054000,00000168,false,0,8,DC,0C,1C,7F,00,00,A0,89,
172054000,000001F8,false,0,8,01,EF,F0,66,D3,A7,00,00,
172054000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172054000,0000074A,false,0,8,00,00,00,00,00,00,00,00,
172054000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
172054000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172054000,00000106,false,0,8,00,A0,00,00,FD,F1,00,0F,
172054000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
172054000,00000116,false,0,6,00,C0,F4,41,95,A1,00,00,
172054000,00000102,false,0,6,0A,96,CF,FF,85,FF,00,00,
172054000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
172054000,0000023A,false,0,8,00,3B,00,12,00,00,00,00,
172064000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
172064000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
172064000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
172064000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
172064000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
172064000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8B,
172064000,0000000E,false,0,8,20,5E,3F,FF,08,FF,A0,BB,
172064000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
172064000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
172064000,000002AC,false,0,8,12,00,FE,8F,00,00,D6,CE,
172064000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172064000,000002CC,false,0,8,AB,7D,00,00,00,F1,00,9D,
172064000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
172064000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
172064000,0000079C,false,0,8,14,00,51,D1,FB,FF,CE,92,
172064000,00000106,false,0,8,00,C0,00,00,FD,FF,00,C3,
172064000,00000116,false,0,6,00,C0,F4,41,96,A2,00,00,
172064000,00000102,false,0,6,0C,96,D6,FF,8B,FF,00,00,
172064000,00000126,false,0,7,02,03,26,00,00,08,09,00,
172064000,0000020A,false,0,8,00,01,01,82,C1,42,11,11,
172074000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
172074000,000006F2,false,0,8,1C,46,C7,C6,A1,72,D8,1C,
172074000,00000212,false,0,5,D8,00,12,67,00,00,00,00,
172074000,00000222,false,0,7,00,00,10,96,00,10,70,00,
172074000,000002A2,false,0,7,00,00,10,96,00,10,70,00,
172074000,0000000E,false,0,8,20,5E,3F,FF,08,FF,B0,76,
172074000,00000232,false,0,4,07,24,68,82,00,00,00,00,
172074000,00000402,false,0,2,10,00,00,00,00,00,00,00,
172074000,00000108,false,0,4,00,00,0B,21,00,00,00,00,
172074000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172074000,00000108,false,0,4,00,00,0B,21,00,00,00,00,
172074000,00000168,false,0,8,DC,0C,1C,7F,00,00,B0,99,
172074000,000001F8,false,0,8,01,EF,F0,76,D3,B7,00,00,
172074000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172074000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
172074000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
172074000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
172074000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
172074000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
172074000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
172074000,00000116,false,0,6,00,C0,F4,41,97,A3,00,00,
172074000,00000102,false,0,6,0C,96,D9,FF,8C,FF,00,00,
172074000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
172084000,0000000E,false,0,8,20,5E,3F,FF,08,FF,C0,2F,
172084000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172084000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
172084000,00000102,false,0,6,17,96,D6,FF,C2,FF,00,00,
172084000,00000116,false,0,6,00,C0,F4,41,98,A4,00,00,
172084000,00000102,false,0,6,17,96,D6,FF,C2,FF,00,00,
172094000,0000000E,false,0,8,20,5E,3F,FF,08,FF,D0,E2,
172094000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172094000,00000108,false,0,4,00,00,0C,22,00,00,00,00,
172094000,00000168,false,0,8,DD,0C,1C,7F,00,00,C0,AA,
172094000,000001F8,false,0,8,01,EF,F0,85,D2,C7,00,00,
172094000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172094000,00000754,false,0,8,65,FF,FF,00,00,FD,FF,00,
172094000,00000228,false,0,4,40,C0,E0,00,00,00,00,00,
172094000,00000754,false,0,8,65,FF,FF,00,00,FD,FF,00,
172094000,00000754,false,0,8,67,00,15,00,00,00,00,00,
172094000,00000754,false,0,8,66,00,00,00,00,00,00,00,
172094000,00000106,false,0,8,00,20,00,00,FD,FF,00,23,
172094000,00000754,false,0,8,64,1A,01,1A,01,1A,01,00,
172094000,00000116,false,0,6,00,C0,F4,41,99,A5,00,00,
172094000,00000102,false,0,6,0B,96,D1,FF,C5,FF,00,00,
172094000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
172094000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
172104000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
172104000,0000000E,false,0,8,20,5E,3F,FF,08,FF,E0,A8,
172104000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
172104000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
172104000,0000022C,false,0,8,00,00,32,8F,00,00,D6,CE,
172104000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
172104000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
172104000,00000154,false,0,8,10,17,F1,00,A4,19,42,0A,
172104000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172104000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
172104000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172104000,00000116,false,0,6,00,C0,F4,41,9A,A6,00,00,
172104000,00000102,false,0,6,17,96,C9,FF,BF,FF,00,00,
172114000,0000000E,false,0,8,20,5E,3F,FF,08,FF,F0,65,
172114000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
172114000,00000108,false,0,4,00,00,0D,23,00,00,00,00,
172114000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172114000,00000108,false,0,4,00,00,0D,23,00,00,00,00,
172114000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172114000,00000168,false,0,8,DC,0C,1C,7F,00,00,D0,B9,
172114000,000001F8,false,0,8,01,EF,F0,95,D2,D7,00,00,
172114000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172114000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172114000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
172114000,000002C8,false,0,8,6E,80,03,7B,00,00,20,56,
172114000,00000116,false,0,6,00,C0,F4,41,9B,A7,00,00,
172114000,000002C8,false,0,8,6E,80,03,7B,00,00,20,56,
172114000,00000102,false,0,6,24,96,C8,FF,86,FF,00,00,
172124000,0000000E,false,0,8,20,5E,3F,FF,08,FF,00,1A,
172124000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172124000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
172124000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
172124000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
172124000,00000102,false,0,6,0C,96,F1,00,A9,67,00,00,
172124000,00000102,false,0,6,0C,96,CB,FF,88,FF,00,00,
172134000,0000000E,false,0,8,20,5E,3F,FF,08,FF,10,D7,
172134000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172134000,00000108,false,0,4,00,00,0E,24,00,00,00,00,
172134000,00000278,false,0,8,00,00,00,00,04,00,90,9A,
172134000,00000168,false,0,8,DC,0C,1C,7F,00,00,E0,C9,
172134000,000001F8,false,0,8,01,EF,F0,A5,D2,E7,00,00,
172134000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
172134000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172134000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
172134000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
172134000,00000116,false,0,6,00,C0,F4,41,9D,A9,00,00,
172134000,00000256,false,0,8,81,08,00,30,00,20,00,31,
172134000,00000266,false,0,8,84,04,00,00,26,70,0A,4B,
172134000,00000102,false,0,6,0C,96,D1,FF,89,FF,00,00,
172144000,0000000E,false,0,8,20,5E,3F,FF,08,FF,20,9D,
172144000,00000378,false,0,8,80,60,82,00,00,00,00,00,
172144000,0000025C,false,0,8,01,02,26,9A,72,00,C4,05,
172144000,00000378,false,0,8,80,60,82,00,00,00,00,00,
172144000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172144000,00000228,false,0,4,40,C0,30,F8,00,00,00,00,
172144000,00000106,false,0,8,00,C0,00,00,FD,FF,00,C3,
172144000,00000116,false,0,6,00,C0,F4,41,9E,AA,00,00,
172144000,00000102,false,0,6,19,96,D9,FF,8B,FF,00,00,
172154000,00000238,false,0,8,00,FF,00,00,00,00,61,8A,
172154000,0000000E,false,0,8,20,5E,3F,FF,08,FF,30,50,
172154000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
172154000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172154000,000003CA,false,0,8,00,00,00,00,00,00,00,00,
172154000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172154000,00000108,false,0,4,00,00,0F,25,00,00,00,00,
172154000,00000168,false,0,8,DD,0C,1C,7F,00,00,F0,DA,
172154000,000001F8,false,0,8,01,EF,F0,B5,D2,F7,00,00,
172154000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172154000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
172154000,00000125,false,0,4,00,02,2F,07,00,00,00,00,
172154000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
172154000,00000138,false,0,5,00,17,4D,00,00,00,00,00,
172154000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
172154000,00000116,false,0,6,00,C0,F4,41,9F,AB,00,00,
172154000,00000102,false,0,6,0C,96,DA,FF,BD,FF,00,00,
172154000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
172154000,0000023A,false,0,8,00,3B,00,12,00,00,00,00,
172164000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
172164000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
172164000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
172164000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
172164000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8B,
172164000,0000000E,false,0,8,20,5E,3F,FF,08,FF,40,09,
172164000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
172164000,000003EC,false,0,8,00,00,00,00,00,00,00,00,
172164000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172164000,000002AC,false,0,8,0A,00,3A,90,00,00,D6,CE,
172164000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172164000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
172164000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
172164000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
172164000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
172164000,0000059C,false,0,8,01,00,00,00,FE,00,00,09,
172164000,00000106,false,0,8,00,00,00,00,FD,FF,00,03,
172164000,00000102,false,0,6,19,96,D3,FF,C0,FF,00,00,
172164000,00000116,false,0,6,00,C0,F4,41,90,9C,00,00,
172164000,00000102,false,0,6,19,96,D3,FF,C0,FF,00,00,
172164000,00000126,false,0,7,02,03,26,00,00,08,09,00,
172164000,0000020A,false,0,8,00,01,01,82,D1,42,11,11,
172174000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
172174000,000006F2,false,0,8,1D,28,47,CA,11,72,B0,1C,
172174000,00000212,false,0,5,D8,00,12,67,00,00,00,00,
172174000,00000222,false,0,7,00,00,0F,96,00,10,70,00,
172174000,00000232,false,0,4,07,24,68,82,00,00,00,00,
172174000,0000000E,false,0,8,20,5E,3F,FF,08,FF,50,C4,
172174000,000002A8,false,0,8,00,00,00,00,00,F1,00,0A,
172174000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
172174000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172174000,00000108,false,0,4,00,00,00,16,00,00,00,00,
172174000,00000168,false,0,8,DC,0C,1C,7F,00,00,00,E9,
172174000,000001F8,false,0,8,01,EF,F0,C5,D2,07,00,00,
172174000,00000308,false,0,8,E9,EC,10,10,B9,30,00,00,
172174000,0000051A,false,0,8,43,09,00,00,00,00,00,00,
172174000,00000308,false,0,8,E9,EC,10,10,B9,30,00,00,
172174000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
172174000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
172174000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172174000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
172174000,00000328,false,0,8,8A,8A,8C,02,00,00,00,00,
172174000,000003FC,false,0,8,00,00,00,00,00,00,00,00,
172174000,000003F8,false,0,8,A4,02,99,02,92,02,96,02,
172174000,00000318,false,0,8,7B,78,7F,14,61,00,00,00,
172174000,00000106,false,0,8,00,20,00,00,FD,FF,00,23,
172174000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
172174000,00000116,false,0,6,00,C0,F4,41,91,9D,00,00,
172174000,00000102,false,0,6,FE,95,CA,FF,BE,FF,00,00,
172174000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
172184000,0000000E,false,0,8,20,5E,3F,FF,08,FF,60,8E,
172184000,000003CC,false,0,8,00,00,00,00,00,00,00,00,
172184000,00000106,false,0,8,00,40,00,00,FD,F1,00,E9,
172184000,00000106,false,0,8,00,40,00,00,FD,FF,00,43,
172184000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
172184000,00000102,false,0,6,0B,96,C9,FF,AB,FF,00,00,
172194000,0000000E,false,0,8,20,5E,3F,FF,08,FF,70,43,
172194000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172194000,00000108,false,0,4,00,00,01,17,00,00,00,00,
172194000,00000168,false,0,8,DD,0C,1C,7F,00,00,10,FA,
172194000,000003DC,false,0,8,00,00,00,00,00,00,00,00,
172194000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172194000,00000106,false,0,8,00,60,00,00,FD,FF,00,63,
172194000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
172194000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172194000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
172194000,00000754,false,0,8,65,E2,FF,00,00,FD,FF,00,
172194000,00000754,false,0,8,67,00,15,00,00,00,00,00,
172194000,00000754,false,0,8,66,00,00,00,00,00,00,00,
172194000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
172194000,00000754,false,0,8,64,0E,01,0E,01,0E,01,00,
172194000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
172194000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
172194000,00000102,false,0,6,18,96,CB,FF,8A,FF,00,00,
172204000,0000000E,false,0,8,20,5E,3F,FF,08,FF,80,3C,
172204000,00000268,false,0,8,55,00,3C,02,BD,07,36,00,
172204000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
172204000,0000022C,false,0,8,00,00,42,8F,00,00,D6,CE,
172204000,000003AC,false,0,8,00,00,00,00,00,00,00,00,
172204000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
172204000,00000102,false,0,6,0C,96,CF,FF,83,FF,00,00,
172204000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
172204000,0000071C,false,0,8,13,00,DC,AC,01,00,00,00,
172204000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
172204000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172204000,00000106,false,0,8,00,80,00,00,FD,FF,00,83,
172204000,00000116,false,0,6,00,C0,F4,41,94,A0,00,00,
172204000,00000102,false,0,6,0C,96,CF,FF,83,FF,00,00,
172214000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
172214000,0000000E,false,0,8,20,5E,3F,FF,08,FF,90,F1,
172214000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
172214000,0000033E,false,0,8,00,00,00,00,00,00,00,00,
172214000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
172214000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
172214000,00000108,false,0,4,00,00,02,18,00,00,00,00,
172214000,00000168,false,0,8,DC,0C,1C,7F,00,00,20,09,
172214000,000003BC,false,0,8,00,55,55,55,01,00,00,00,
172214000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172214000,000003BC,false,0,8,00,55,55,55,01,00,00,00,
172214000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172214000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
172214000,00000106,false,0,8,00,A0,00,00,FD,FF,00,A3,
172214000,00000116,false,0,6,00,C0,F4,41,95,A1,00,00,
172214000,000002C8,false,0,8,6E,80,03,7B,00,00,30,66,
172214000,00000102,false,0,6,19,96,D6,FF,89,FF,00,00,
172224000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172224000,00000228,false,0,4,40,C0,B0,DE,00,00,00,00,
172224000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172224000,00000106,false,0,8,00,C0,00,00,FD,FF,00,C3,
172224000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
172224000,00000116,false,0,6,00,C0,F4,41,96,A2,00,00,
172224000,00000408,false,0,1,50,00,00,00,00,00,00,00,
172224000,00000102,false,0,6,0B,96,DA,FF,93,FF,00,00,
172234000,0000000E,false,0,8,20,5E,3F,FF,08,FF,B0,76,
172234000,00000278,false,0,8,00,00,00,00,04,00,A0,AA,
172234000,00000108,false,0,4,00,00,03,19,00,00,00,00,
172234000,00000256,false,0,8,81,08,00,30,00,30,00,41,
172234000,00000168,false,0,8,DC,0C,1C,7F,00,00,30,19,
172234000,000001F8,false,0,8,01,EF,F0,F6,D3,37,00,00,
172234000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
172234000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172234000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
172234000,00000106,false,0,8,00,E0,00,00,FD,FF,00,E3,
172234000,00000102,false,0,6,19,96,D7,FF,C1,FF,00,00,
172234000,00000116,false,0,6,00,C0,F4,41,97,A3,00,00,
172234000,00000102,false,0,6,19,96,D7,FF,C1,FF,00,00,
172234000,00000266,false,0,8,84,04,00,00,26,70,0A,4B,
172244000,0000000E,false,0,8,20,5E,3F,FF,08,FF,C0,2F,
172244000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
172244000,0000025C,false,0,8,01,02,26,9A,56,00,CA,05,
172244000,00000154,false,0,8,10,17,14,00,00,00,00,00,
172244000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
172244000,00000102,false,0,6,18,96,D1,FF,C2,FF,00,00,
172244000,00000116,false,0,6,00,C0,F4,41,98,A4,00,00,
172244000,00000102,false,0,6,18,96,D1,FF,C2,FF,00,00,
172244000,00000238,false,0,8,00,FF,00,00,00,00,71,47,
172254000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
172254000,0000000E,false,0,8,20,5E,3F,FF,08,FF,D0,E2,
172254000,00000338,false,0,8,D6,00,F7,00,27,01,54,54,
172254000,0000030A,false,0,8,00,01,7C,B3,02,41,00,17,
